Mode,Line,Station,Trip purpose: Home-based work,Trip purpose: Home-based school,Trip purpose: Home-based social activity,Trip purpose: Home-based other,Trip purpose: Non-home-based,Count: Trip purpose,Trip frequency: 6-7 days a week,Trip frequency: 5 days a week,Trip frequency: 3-4 days a week,Trip frequency: 1-2 days a week,Trip frequency: 1-3 days a month,Trip frequency: Less than once a month,Count: Trip frequency,Fare: Monthly pass,Fare: Pay-per-ride,Fare: 1-day or 7-day LinkPass,Fare: Other,Count: Fare,Monthly pass type: Reduced-fare pass,Monthly pass type: Local Bus,Monthly pass type: LinkPass or Express Bus,Monthly pass type: Commuter rail or ferry,Count: Monthly pass type,Pay-per-ride type: Full cash fare on board,Pay-per-ride type: Reduced fare,Pay-per-ride type: mTicket (single/multi-ride),Pay-per-ride type: CharlieCard (plastic),Pay-per-ride type: CharlieTicket (paper),Count: Pay-per-ride type,Access to first MBTA service: Walked or bicycled,Access to first MBTA service: Drove alone,Access to first MBTA service: Carpooled,Access to first MBTA service: Dropped off by personal vehicle,Access to first MBTA service: Dropped off by other vehicle,Count: Access to first MBTA service,Previous transit mode: Bus or Silver Line,Previous transit mode: Rail rapid transit,Previous transit mode: Commuter rail or ferry,Count: Previous transit mode,Use alternative modes: Yes,Use alternative modes: No,Count: Use alternative modes,Alternative modes: Walk,Alternative modes: Bicycle,Alternative modes: Drive alone,Alternative modes: Drive or ride in a carpool,Alternative modes: Take a taxi or use a rideshare company,Alternative modes: Take a private shuttle or other transit,Alternative modes: Take a different MBTA service,Alternative modes: Other,Count: Alternative modes,Usable household vehicles: 0,Usable household vehicles: 1,Usable household vehicles: 2,Usable household vehicles: 3 or more,Count: Usable household vehicles,Vehicles per capita: None,Vehicles per capita: 0.01-0.49,Vehicles per capita: 0.50-0.99,Vehicles per capita: 1.00-1.49,Vehicles per capita: 1.50-1.99,Vehicles per capita: 2 or more,Count: Vehicles per capita,Valid driver's license: Yes,Valid driver's license: No,Count: Valid driver's license,"Household income: Less than $14,500","Household income: $14,500 to $28,999","Household income: $29,000 to $43,499","Household income: $43,500 to $57,999","Household income: $58,000 to $75,999","Household income: $76,000 to $108,499","Household income: $108,500 to $151,999","Household income: $152,000 or more",Household income: Prefer not to say,Count: Household income,Low-income classification: Yes,Low-income classification: No,Count: Low-income classification,Race: American Indian or Alaska Native,Race: Asian,Race: Black or African American,Race: Native Hawaiian or other Pacific Islander,Race: White,Race: Other,Race: Prefer not to say,Count: Race,Hispanic or Latino/Latina: Yes,Hispanic or Latino/Latina: No,Hispanic or Latino/Latina: Prefer not to say,Count: Hispanic or Latino/Latina,Minority classification: Yes,Minority classification: No,Count: Minority classification,Age: Under 18,Age: 18 to 21,Age: 22 to 34,Age: 35 to 44,Age: 45 to 64,Age: 65 or over,Count: Age,Gender: Man,Gender: Woman,Gender: Other,Gender: Prefer not to say,Count: Gender,Ability to understand English: Always,Ability to understand English: Often,Ability to understand English: Sometimes,Ability to understand English: Never,Ability to understand English: Prefer not to say,Count: Ability to understand English
Rail Rapid Transit,Blue Line,State Street,9476.0,667.0,679.0,1245.0,896.0,892.0,1507.0,7943.0,1438.0,950.0,639.0,1135.0,935.0,9960.0,2416.0,1055.0,98.0,926.0,1382.0,0.0,7682.0,895.0,673.0,0.0,273.0,0.0,2012.0,130.0,171.0,3944.0,0.0,0.0,0.0,90.0,291.0,755.0,9113.0,0.0,662.0,6660.0,6705.0,912.0,870.0,186.0,1847.0,1159.0,1052.0,298.0,2945.0,90.0,431.0,4001.0,5400.0,3269.0,807.0,923.0,3704.0,2228.0,4136.0,2405.0,111.0,97.0,865.0,10575.0,3126.0,934.0,1013.0,882.0,1577.0,1352.0,1489.0,2181.0,1499.0,1249.0,2095.0,916.0,3472.0,7769.0,771.0,174.0,694.0,1425.0,72.0,8988.0,1547.0,716.0,906.0,2484.0,10043.0,710.0,908.0,4602.0,7824.0,854.0,246.0,762.0,5005.0,1873.0,4734.0,1076.0,933.0,5444.0,7944.0,39.0,208.0,932.0,12974.0,277.0,243.0,42.0,85.0,930.0
Rail Rapid Transit,Blue Line,Suffolk Downs and Orient Heights,3138.0,216.0,373.0,605.0,226.0,253.0,668.0,2465.0,616.0,289.0,205.0,478.0,264.0,3520.0,752.0,485.0,21.0,265.0,568.0,0.0,2390.0,552.0,194.0,0.0,131.0,0.0,600.0,21.0,40.0,2090.0,496.0,95.0,383.0,636.0,212.0,1073.0,0.0,0.0,57.0,1915.0,2684.0,257.0,394.0,226.0,432.0,389.0,588.0,79.0,463.0,0.0,96.0,1786.0,1723.0,995.0,216.0,264.0,1697.0,722.0,1216.0,839.0,0.0,126.0,257.0,3647.0,1163.0,268.0,247.0,253.0,836.0,369.0,590.0,600.0,295.0,647.0,863.0,262.0,1335.0,2501.0,216.0,68.0,221.0,242.0,0.0,3683.0,316.0,174.0,254.0,811.0,3740.0,137.0,261.0,1195.0,3256.0,243.0,89.0,274.0,1836.0,696.0,1405.0,489.0,266.0,2197.0,2581.0,0.0,32.0,268.0,4499.0,179.0,21.0,21.0,68.0,266.0
Rail Rapid Transit,Blue Line,Wonderland,4661.0,287.0,290.0,562.0,265.0,474.0,491.0,4000.0,950.0,301.0,323.0,342.0,500.0,4525.0,1411.0,461.0,31.0,499.0,683.0,0.0,3656.0,179.0,349.0,0.0,167.0,0.0,1141.0,103.0,115.0,692.0,1981.0,226.0,248.0,80.0,260.0,3328.0,0.0,0.0,255.0,3516.0,2790.0,487.0,401.0,75.0,1100.0,723.0,325.0,71.0,1862.0,24.0,257.0,1574.0,2343.0,1895.0,654.0,504.0,1444.0,1007.0,1784.0,1590.0,103.0,52.0,460.0,5029.0,1407.0,500.0,709.0,388.0,706.0,510.0,487.0,1006.0,534.0,811.0,1231.0,493.0,1802.0,3347.0,408.0,171.0,162.0,849.0,0.0,4606.0,379.0,273.0,491.0,976.0,4869.0,314.0,479.0,1927.0,3938.0,456.0,24.0,295.0,1641.0,990.0,2878.0,661.0,503.0,2738.0,3607.0,8.0,107.0,503.0,6179.0,110.0,124.0,8.0,44.0,500.0
Rail Rapid Transit,Blue Line,Wood Island,1443.0,208.0,128.0,163.0,79.0,86.0,224.0,1134.0,289.0,244.0,145.0,96.0,91.0,1488.0,503.0,159.0,0.0,90.0,352.0,0.0,1136.0,0.0,67.0,0.0,65.0,0.0,389.0,49.0,15.0,1380.0,47.0,0.0,145.0,0.0,66.0,609.0,0.0,0.0,26.0,1292.0,696.0,86.0,210.0,49.0,208.0,340.0,322.0,0.0,598.0,0.0,46.0,609.0,851.0,446.0,145.0,88.0,578.0,370.0,607.0,434.0,0.0,0.0,84.0,1457.0,611.0,89.0,193.0,177.0,206.0,157.0,240.0,126.0,421.0,128.0,421.0,89.0,576.0,1071.0,75.0,0.0,16.0,159.0,0.0,1315.0,336.0,210.0,84.0,641.0,1168.0,195.0,87.0,769.0,977.0,77.0,177.0,79.0,690.0,513.0,417.0,145.0,86.0,898.0,1089.0,16.0,16.0,88.0,1922.0,47.0,49.0,0.0,0.0,88.0
Rail Rapid Transit,Green Line in subway (or at Lechmere or Science Park),Arlington,7193.0,424.0,912.0,374.0,988.0,511.0,535.0,5690.0,1384.0,820.0,473.0,1306.0,522.0,7422.0,2279.0,284.0,47.0,507.0,575.0,0.0,5840.0,1007.0,399.0,0.0,251.0,0.0,1609.0,419.0,91.0,7564.0,0.0,0.0,0.0,111.0,484.0,20.0,2433.0,0.0,30.0,5606.0,4498.0,517.0,1300.0,592.0,1047.0,532.0,1397.0,40.0,3069.0,47.0,285.0,3075.0,3753.0,2585.0,785.0,521.0,3045.0,1215.0,2949.0,2681.0,121.0,47.0,507.0,9105.0,1056.0,520.0,729.0,310.0,527.0,979.0,1526.0,1334.0,1086.0,2024.0,1633.0,516.0,1566.0,6949.0,449.0,40.0,1035.0,875.0,10.0,7569.0,230.0,565.0,518.0,456.0,8961.0,424.0,506.0,2357.0,6937.0,470.0,0.0,501.0,5305.0,1644.0,2059.0,688.0,521.0,3878.0,6156.0,10.0,116.0,520.0,10111.0,87.0,10.0,10.0,10.0,524.0
Rail Rapid Transit,Green Line in subway (or at Lechmere or Science Park),Boylston,3536.0,437.0,587.0,453.0,732.0,302.0,508.0,2774.0,706.0,346.0,764.0,694.0,306.0,4102.0,1503.0,47.0,168.0,303.0,487.0,0.0,3151.0,464.0,218.0,0.0,239.0,0.0,1264.0,0.0,75.0,5540.0,0.0,0.0,0.0,68.0,296.0,259.0,0.0,12.0,12.0,2611.0,2938.0,291.0,611.0,287.0,502.0,579.0,319.0,80.0,1338.0,12.0,141.0,1539.0,2696.0,1034.0,366.0,301.0,1504.0,957.0,1866.0,1126.0,24.0,12.0,294.0,5157.0,555.0,302.0,360.0,351.0,602.0,384.0,594.0,957.0,534.0,1045.0,871.0,301.0,1313.0,3515.0,252.0,56.0,836.0,207.0,0.0,4394.0,283.0,219.0,302.0,395.0,5009.0,239.0,299.0,1494.0,3707.0,278.0,56.0,652.0,2109.0,865.0,1560.0,470.0,302.0,2855.0,2744.0,0.0,112.0,302.0,5617.0,71.0,36.0,0.0,0.0,303.0
Rail Rapid Transit,Green Line in subway (or at Lechmere or Science Park),Copley,8428.0,336.0,777.0,1665.0,981.0,640.0,925.0,6262.0,1655.0,1267.0,983.0,1360.0,655.0,9211.0,2970.0,335.0,41.0,664.0,826.0,0.0,6988.0,1382.0,479.0,0.0,360.0,0.0,2454.0,155.0,163.0,8673.0,0.0,54.0,0.0,138.0,497.0,1765.0,849.0,1050.0,159.0,7418.0,4952.0,651.0,1766.0,874.0,1218.0,808.0,1756.0,196.0,3569.0,0.0,379.0,4350.0,4880.0,2254.0,903.0,653.0,4237.0,1389.0,3456.0,2800.0,85.0,41.0,631.0,10779.0,1702.0,657.0,431.0,744.0,936.0,1506.0,1232.0,1568.0,1807.0,2032.0,2083.0,648.0,2110.0,8146.0,543.0,72.0,1199.0,499.0,14.0,9897.0,350.0,606.0,653.0,528.0,10961.0,620.0,638.0,2283.0,9135.0,603.0,194.0,558.0,5949.0,1778.0,3206.0,795.0,657.0,4692.0,7530.0,14.0,233.0,657.0,12123.0,245.0,43.0,0.0,43.0,656.0
Rail Rapid Transit,Green Line in subway (or at Lechmere or Science Park),Government Center,12109.0,595.0,1078.0,1824.0,1554.0,566.0,1608.0,9840.0,2851.0,1238.0,791.0,2107.0,596.0,12015.0,4307.0,1401.0,207.0,587.0,2422.0,0.0,8728.0,867.0,390.0,0.0,607.0,0.0,3478.0,222.0,153.0,4695.0,0.0,0.0,0.0,0.0,311.0,279.0,13885.0,10.0,292.0,9436.0,8139.0,578.0,1561.0,697.0,2285.0,1506.0,2135.0,150.0,4105.0,10.0,300.0,6334.0,7992.0,3184.0,857.0,594.0,5876.0,3372.0,4119.0,3568.0,39.0,93.0,559.0,13906.0,4500.0,598.0,1557.0,1512.0,2409.0,2047.0,1981.0,2364.0,1578.0,1955.0,2896.0,594.0,5478.0,9925.0,504.0,194.0,952.0,1796.0,0.0,12220.0,2093.0,1002.0,575.0,3771.0,13284.0,785.0,577.0,6343.0,10402.0,544.0,240.0,553.0,6486.0,2469.0,6260.0,2459.0,598.0,8261.0,9827.0,0.0,409.0,598.0,17462.0,732.0,251.0,34.0,0.0,599.0
Rail Rapid Transit,Green Line in subway (or at Lechmere or Science Park),Haymarket,2767.0,309.0,411.0,477.0,524.0,327.0,511.0,2131.0,758.0,405.0,284.0,545.0,342.0,3078.0,1166.0,353.0,62.0,343.0,459.0,0.0,2484.0,134.0,231.0,0.0,153.0,0.0,983.0,32.0,84.0,1997.0,0.0,12.0,12.0,24.0,137.0,2169.0,416.0,96.0,211.0,2396.0,2157.0,335.0,503.0,234.0,342.0,291.0,588.0,65.0,1171.0,0.0,170.0,1890.0,1709.0,663.0,253.0,335.0,1803.0,656.0,1288.0,590.0,12.0,17.0,323.0,3190.0,1420.0,340.0,382.0,489.0,519.0,511.0,470.0,692.0,396.0,411.0,666.0,333.0,1390.0,2480.0,285.0,81.0,265.0,446.0,0.0,3381.0,421.0,179.0,336.0,596.0,3747.0,188.0,333.0,1328.0,2919.0,313.0,134.0,367.0,2100.0,635.0,940.0,434.0,339.0,1631.0,2875.0,0.0,121.0,341.0,4402.0,94.0,53.0,33.0,29.0,339.0
Rail Rapid Transit,Green Line in subway (or at Lechmere or Science Park),Hynes,5174.0,293.0,504.0,797.0,656.0,393.0,692.0,3833.0,949.0,497.0,540.0,931.0,395.0,5381.0,1972.0,102.0,32.0,397.0,382.0,0.0,4767.0,234.0,282.0,0.0,241.0,0.0,1623.0,109.0,107.0,5937.0,0.0,0.0,0.0,39.0,316.0,1650.0,0.0,0.0,88.0,4664.0,2708.0,391.0,1819.0,731.0,694.0,579.0,1109.0,307.0,1891.0,0.0,245.0,3408.0,2616.0,1198.0,188.0,393.0,3338.0,458.0,1894.0,1443.0,54.0,0.0,382.0,6574.0,858.0,394.0,547.0,354.0,720.0,747.0,913.0,1035.0,996.0,1009.0,1029.0,390.0,1621.0,4699.0,336.0,84.0,547.0,341.0,16.0,6120.0,186.0,363.0,393.0,574.0,6302.0,332.0,382.0,1439.0,5421.0,364.0,54.0,418.0,3943.0,892.0,1581.0,583.0,396.0,2699.0,4564.0,0.0,209.0,396.0,7194.0,148.0,46.0,0.0,16.0,393.0
Rail Rapid Transit,Green Line in subway (or at Lechmere or Science Park),Kenmore,9817.0,745.0,1227.0,1938.0,667.0,455.0,1009.0,7046.0,1888.0,1780.0,1025.0,2067.0,472.0,9640.0,4839.0,612.0,216.0,475.0,1345.0,0.0,7641.0,653.0,326.0,0.0,414.0,0.0,4086.0,340.0,127.0,6062.0,74.0,24.0,74.0,327.0,263.0,4259.0,4763.0,0.0,223.0,8709.0,6173.0,469.0,2399.0,1054.0,1970.0,1432.0,2151.0,198.0,3956.0,24.0,258.0,6302.0,5410.0,2193.0,1028.0,471.0,5848.0,1216.0,4079.0,2748.0,75.0,50.0,451.0,11737.0,3221.0,472.0,1197.0,1465.0,1852.0,1634.0,1238.0,2248.0,1648.0,1138.0,2417.0,467.0,4514.0,7905.0,398.0,24.0,1472.0,891.0,49.0,11196.0,902.0,788.0,469.0,1273.0,12476.0,692.0,457.0,3634.0,9830.0,429.0,127.0,976.0,6650.0,2252.0,3037.0,1867.0,470.0,5233.0,9525.0,24.0,150.0,471.0,14407.0,276.0,101.0,0.0,125.0,470.0
Rail Rapid Transit,Green Line in subway (or at Lechmere or Science Park),Lechmere,3839.0,155.0,350.0,552.0,322.0,501.0,583.0,2903.0,722.0,370.0,375.0,425.0,516.0,4177.0,1081.0,197.0,22.0,528.0,322.0,0.0,3184.0,671.0,400.0,0.0,111.0,0.0,884.0,86.0,107.0,2998.0,33.0,8.0,17.0,58.0,272.0,2438.0,0.0,0.0,263.0,3073.0,2213.0,507.0,609.0,522.0,625.0,439.0,822.0,103.0,1501.0,17.0,302.0,1823.0,2300.0,1035.0,172.0,511.0,1753.0,813.0,1428.0,1102.0,28.0,14.0,492.0,4414.0,983.0,517.0,228.0,372.0,395.0,472.0,539.0,844.0,941.0,683.0,872.0,511.0,994.0,3481.0,433.0,31.0,369.0,466.0,8.0,3981.0,322.0,358.0,508.0,622.0,4308.0,297.0,500.0,1474.0,3372.0,465.0,86.0,214.0,3067.0,864.0,886.0,261.0,516.0,2427.0,2822.0,0.0,114.0,513.0,5233.0,92.0,14.0,17.0,14.0,515.0
Rail Rapid Transit,Green Line in subway (or at Lechmere or Science Park),North Station,8142.0,706.0,614.0,981.0,650.0,1124.0,833.0,6680.0,1683.0,747.0,614.0,820.0,1148.0,8614.0,1781.0,380.0,113.0,1052.0,755.0,0.0,4335.0,3524.0,873.0,0.0,300.0,0.0,1390.0,91.0,144.0,2108.0,6.0,11.0,17.0,384.0,246.0,17.0,4696.0,4489.0,928.0,5772.0,5398.0,1118.0,695.0,424.0,1550.0,1180.0,860.0,154.0,2739.0,70.0,549.0,2839.0,4365.0,3008.0,1067.0,1142.0,2666.0,1571.0,3915.0,2496.0,106.0,45.0,1094.0,9569.0,1773.0,1142.0,558.0,672.0,1100.0,909.0,1119.0,1730.0,1710.0,1400.0,1909.0,1122.0,2330.0,6868.0,930.0,77.0,1091.0,869.0,31.0,8528.0,494.0,509.0,1130.0,909.0,9541.0,520.0,1107.0,2801.0,7461.0,1035.0,121.0,556.0,4755.0,1714.0,3277.0,867.0,1139.0,4152.0,6815.0,60.0,259.0,1141.0,10910.0,225.0,80.0,19.0,31.0,1138.0
Rail Rapid Transit,Green Line in subway (or at Lechmere or Science Park),Park Street,26673.0,1786.0,2704.0,3787.0,3707.0,2487.0,2918.0,21697.0,5340.0,2953.0,2439.0,4555.0,2565.0,28692.0,9123.0,1384.0,296.0,2543.0,2791.0,0.0,22871.0,3030.0,1855.0,7.0,814.0,0.0,7637.0,664.0,587.0,5629.0,7.0,20.0,0.0,21.0,610.0,336.0,34866.0,7.0,2009.0,20208.0,19170.0,2528.0,3260.0,2196.0,4468.0,3044.0,4400.0,1106.0,9458.0,91.0,1259.0,12687.0,16256.0,8252.0,2506.0,2553.0,11965.0,6032.0,12032.0,7690.0,225.0,163.0,2454.0,33376.0,6475.0,2561.0,2288.0,2311.0,3831.0,4129.0,4345.0,5752.0,4492.0,5605.0,6661.0,2534.0,8430.0,24323.0,2123.0,213.0,4343.0,2274.0,166.0,29504.0,1823.0,2101.0,2534.0,2881.0,33790.0,1804.0,2476.0,9536.0,26647.0,2328.0,514.0,2582.0,18565.0,5908.0,9466.0,2710.0,2556.0,16415.0,22584.0,52.0,703.0,2556.0,38611.0,810.0,276.0,50.0,112.0,2562.0
Rail Rapid Transit,Green Line in subway (or at Lechmere or Science Park),Prudential,1982.0,69.0,155.0,437.0,489.0,217.0,189.0,1657.0,368.0,220.0,299.0,503.0,223.0,2146.0,958.0,79.0,20.0,217.0,262.0,0.0,1475.0,408.0,148.0,10.0,168.0,0.0,627.0,153.0,62.0,3087.0,24.0,24.0,59.0,10.0,220.0,49.0,0.0,0.0,2.0,1839.0,1366.0,220.0,686.0,134.0,286.0,181.0,332.0,59.0,1050.0,0.0,123.0,1021.0,1153.0,905.0,156.0,223.0,987.0,289.0,992.0,823.0,20.0,20.0,217.0,2843.0,372.0,221.0,183.0,100.0,161.0,295.0,413.0,264.0,578.0,637.0,576.0,220.0,443.0,2186.0,183.0,75.0,224.0,179.0,10.0,2540.0,51.0,173.0,219.0,169.0,2902.0,114.0,218.0,612.0,2390.0,207.0,10.0,124.0,1200.0,496.0,1010.0,384.0,222.0,1125.0,2056.0,0.0,45.0,222.0,3156.0,45.0,35.0,0.0,0.0,223.0
Rail Rapid Transit,Green Line in subway (or at Lechmere or Science Park),Science Park,602.0,7.0,107.0,69.0,117.0,99.0,60.0,418.0,157.0,119.0,61.0,102.0,101.0,640.0,262.0,31.0,7.0,103.0,67.0,0.0,553.0,19.0,75.0,0.0,56.0,0.0,194.0,12.0,24.0,922.0,7.0,12.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,571.0,346.0,101.0,165.0,46.0,58.0,92.0,162.0,32.0,247.0,0.0,60.0,329.0,360.0,160.0,56.0,100.0,310.0,84.0,280.0,165.0,7.0,19.0,96.0,811.0,106.0,101.0,41.0,70.0,70.0,111.0,121.0,133.0,147.0,102.0,87.0,97.0,182.0,614.0,87.0,12.0,111.0,56.0,7.0,733.0,90.0,12.0,100.0,111.0,748.0,32.0,98.0,283.0,551.0,93.0,14.0,22.0,499.0,82.0,198.0,95.0,100.0,278.0,619.0,0.0,19.0,101.0,903.0,7.0,0.0,0.0,7.0,101.0
Rail Rapid Transit,Green Line in subway (or at Lechmere or Science Park),Symphony,823.0,55.0,153.0,153.0,369.0,106.0,92.0,658.0,154.0,147.0,208.0,294.0,106.0,995.0,534.0,49.0,0.0,108.0,98.0,0.0,842.0,55.0,69.0,0.0,61.0,0.0,442.0,31.0,35.0,1332.0,0.0,0.0,0.0,0.0,91.0,215.0,31.0,0.0,17.0,768.0,761.0,104.0,283.0,98.0,141.0,80.0,178.0,92.0,497.0,12.0,54.0,578.0,669.0,233.0,37.0,103.0,553.0,116.0,424.0,355.0,12.0,0.0,99.0,1424.0,117.0,105.0,111.0,111.0,141.0,141.0,185.0,270.0,135.0,282.0,166.0,105.0,363.0,1013.0,94.0,31.0,166.0,104.0,18.0,1148.0,123.0,92.0,105.0,111.0,1221.0,123.0,99.0,362.0,1013.0,93.0,18.0,92.0,774.0,110.0,423.0,123.0,105.0,657.0,854.0,0.0,0.0,103.0,1486.0,31.0,0.0,12.0,0.0,104.0
Rail Rapid Transit,Green Line on surface - B branch,Boston College to Chestnut Hill Avenue,728.0,73.0,167.0,329.0,161.0,82.0,52.0,549.0,206.0,300.0,94.0,234.0,81.0,932.0,494.0,61.0,0.0,84.0,130.0,0.0,801.0,0.0,53.0,0.0,42.0,0.0,437.0,15.0,27.0,1350.0,0.0,0.0,42.0,42.0,81.0,15.0,36.0,0.0,3.0,768.0,668.0,81.0,197.0,136.0,106.0,88.0,234.0,36.0,346.0,15.0,43.0,746.0,501.0,167.0,21.0,81.0,746.0,94.0,261.0,298.0,0.0,0.0,79.0,1259.0,176.0,81.0,64.0,88.0,212.0,234.0,212.0,130.0,195.0,58.0,243.0,81.0,364.0,828.0,67.0,0.0,103.0,58.0,15.0,1150.0,42.0,82.0,81.0,52.0,1296.0,52.0,79.0,228.0,1083.0,74.0,0.0,152.0,828.0,128.0,118.0,194.0,80.0,564.0,813.0,0.0,21.0,79.0,1372.0,64.0,0.0,0.0,0.0,81.0
Rail Rapid Transit,Green Line on surface - B branch,BU Central to Blandford Street,2096.0,990.0,135.0,339.0,572.0,164.0,357.0,1906.0,701.0,584.0,221.0,338.0,164.0,2779.0,1322.0,141.0,0.0,166.0,301.0,0.0,2047.0,430.0,116.0,0.0,80.0,0.0,1224.0,18.0,45.0,3935.0,0.0,0.0,0.0,92.0,157.0,172.0,0.0,18.0,9.0,2404.0,1678.0,164.0,843.0,147.0,393.0,430.0,658.0,258.0,892.0,0.0,90.0,1666.0,1599.0,725.0,74.0,163.0,1500.0,510.0,1285.0,492.0,0.0,18.0,153.0,3462.0,646.0,164.0,473.0,203.0,350.0,461.0,492.0,430.0,350.0,357.0,824.0,159.0,1027.0,2090.0,129.0,0.0,572.0,141.0,0.0,2779.0,283.0,332.0,163.0,400.0,3333.0,240.0,158.0,1095.0,2662.0,149.0,105.0,818.0,1955.0,504.0,541.0,166.0,163.0,1439.0,2534.0,62.0,98.0,164.0,4046.0,62.0,0.0,0.0,0.0,164.0
Rail Rapid Transit,Green Line on surface - B branch,Chiswick Road and Sutherland Road,710.0,33.0,148.0,105.0,74.0,97.0,83.0,542.0,94.0,111.0,98.0,142.0,97.0,835.0,232.0,7.0,0.0,101.0,27.0,0.0,801.0,7.0,83.0,0.0,7.0,0.0,195.0,30.0,17.0,1097.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,564.0,507.0,97.0,131.0,68.0,87.0,74.0,212.0,13.0,299.0,0.0,40.0,427.0,495.0,135.0,7.0,96.0,414.0,50.0,365.0,214.0,7.0,0.0,94.0,957.0,107.0,96.0,144.0,7.0,132.0,245.0,171.0,177.0,138.0,7.0,44.0,96.0,283.0,737.0,93.0,0.0,144.0,68.0,0.0,845.0,13.0,13.0,96.0,33.0,981.0,37.0,94.0,245.0,755.0,90.0,7.0,37.0,906.0,74.0,26.0,7.0,95.0,324.0,733.0,0.0,7.0,96.0,1044.0,13.0,7.0,0.0,0.0,96.0
Rail Rapid Transit,Green Line on surface - B branch,Griggs Street and Harvard Avenue,2054.0,297.0,354.0,256.0,347.0,161.0,404.0,1749.0,361.0,340.0,205.0,454.0,171.0,2522.0,970.0,120.0,0.0,178.0,205.0,0.0,2303.0,14.0,134.0,0.0,29.0,0.0,807.0,134.0,40.0,3266.0,29.0,0.0,14.0,0.0,167.0,304.0,0.0,0.0,11.0,1758.0,1740.0,170.0,623.0,177.0,170.0,43.0,659.0,99.0,604.0,35.0,77.0,2171.0,945.0,121.0,171.0,168.0,2086.0,270.0,569.0,299.0,14.0,35.0,163.0,2868.0,624.0,171.0,284.0,220.0,581.0,724.0,463.0,433.0,304.0,71.0,305.0,168.0,1085.0,1996.0,154.0,0.0,128.0,213.0,0.0,2896.0,234.0,99.0,171.0,369.0,3024.0,99.0,171.0,675.0,2619.0,163.0,35.0,340.0,2591.0,291.0,192.0,43.0,171.0,1390.0,2031.0,50.0,35.0,172.0,3358.0,64.0,50.0,0.0,35.0,172.0
Rail Rapid Transit,Green Line on surface - B branch,Packards Corner and Babcock Street,1727.0,172.0,308.0,396.0,180.0,119.0,345.0,1214.0,597.0,348.0,125.0,209.0,122.0,1885.0,785.0,103.0,0.0,120.0,209.0,0.0,1588.0,88.0,82.0,0.0,18.0,0.0,701.0,66.0,34.0,2710.0,0.0,0.0,0.0,66.0,121.0,33.0,0.0,0.0,1.0,1716.0,1104.0,121.0,466.0,315.0,187.0,201.0,410.0,70.0,690.0,0.0,71.0,1764.0,744.0,242.0,70.0,121.0,1713.0,162.0,312.0,531.0,33.0,0.0,118.0,2523.0,297.0,121.0,191.0,191.0,385.0,587.0,455.0,217.0,293.0,110.0,322.0,118.0,766.0,1661.0,106.0,33.0,583.0,253.0,33.0,2046.0,88.0,70.0,120.0,106.0,2611.0,66.0,119.0,942.0,1738.0,115.0,0.0,326.0,1676.0,334.0,396.0,88.0,121.0,1111.0,1672.0,37.0,0.0,121.0,2713.0,55.0,33.0,0.0,0.0,120.0
Rail Rapid Transit,Green Line on surface - B branch,Pleasant Street to BU West,1400.0,138.0,169.0,230.0,276.0,98.0,183.0,1200.0,247.0,276.0,92.0,338.0,104.0,1904.0,475.0,47.0,31.0,106.0,229.0,0.0,1428.0,248.0,82.0,0.0,0.0,0.0,475.0,0.0,19.0,2348.0,0.0,0.0,0.0,32.0,101.0,93.0,0.0,0.0,6.0,1075.0,1262.0,104.0,276.0,260.0,156.0,109.0,414.0,168.0,461.0,0.0,46.0,904.0,1062.0,202.0,169.0,104.0,888.0,414.0,679.0,278.0,0.0,0.0,99.0,1846.0,491.0,104.0,168.0,152.0,217.0,276.0,322.0,249.0,354.0,336.0,247.0,103.0,536.0,1538.0,91.0,0.0,214.0,231.0,0.0,1555.0,138.0,183.0,102.0,31.0,2091.0,92.0,100.0,476.0,1447.0,89.0,31.0,229.0,969.0,367.0,540.0,153.0,101.0,979.0,1281.0,0.0,77.0,104.0,2213.0,108.0,0.0,16.0,0.0,104.0
Rail Rapid Transit,Green Line on surface - B branch,Warren Street and Allston Street,1555.0,144.0,170.0,186.0,100.0,116.0,187.0,1154.0,245.0,242.0,156.0,271.0,121.0,1614.0,543.0,128.0,0.0,124.0,86.0,0.0,1485.0,43.0,91.0,0.0,0.0,0.0,543.0,0.0,27.0,2229.0,43.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,1050.0,1105.0,116.0,316.0,200.0,116.0,87.0,346.0,29.0,446.0,0.0,57.0,1219.0,621.0,300.0,115.0,121.0,1148.0,157.0,402.0,447.0,0.0,0.0,116.0,1869.0,386.0,121.0,228.0,173.0,300.0,417.0,418.0,288.0,172.0,57.0,143.0,118.0,702.0,1353.0,111.0,15.0,218.0,86.0,15.0,1793.0,28.0,101.0,120.0,87.0,2067.0,58.0,119.0,405.0,1721.0,114.0,15.0,142.0,1598.0,243.0,229.0,28.0,121.0,833.0,1335.0,29.0,57.0,121.0,2255.0,0.0,0.0,0.0,0.0,121.0
